head,tail,relation
Vocal Cord Paralysis,"Paralysis, Vocal Cord, Unilateral",Synonym(Phenotypes)
Vocal Cord Paralysis,"Pareses, Vocal Cord",Synonym(Phenotypes)
Vocal Cord Paralysis,"Paresis, Vocal Cord",Synonym(Phenotypes)
Vocal Cord Paralysis,Partial Paralysis (Paresis) Vocal Cords,Synonym(Phenotypes)
Vocal Cord Paralysis,Recurrent Laryngeal Nerve Palsy,Synonym(Phenotypes)
Vocal Cord Paralysis,Total Vocal Cord Paralysis,Synonym(Phenotypes)
Vocal Cord Paralysis,"Unilateral Paralysis, Vocal Cord",Synonym(Phenotypes)
Vocal Cord Paralysis,Unilateral Vocal Cord Paralysis,Synonym(Phenotypes)
Vocal Cord Paralysis,Unilateral Vocal Cord Paresis,Synonym(Phenotypes)
Vocal Cord Paralysis,VCP - Vocal cord palsy,Synonym(Phenotypes)
Vocal Cord Paralysis,Vocal Cord Palsies,Synonym(Phenotypes)
Vocal Cord Paralysis,Vocal Cord Palsy,Synonym(Phenotypes)
Vocal Cord Paralysis,"Vocal Cord Palsy, Congenital",Synonym(Phenotypes)
Vocal Cord Paralysis,Vocal Cord Paralyses,Synonym(Phenotypes)
Vocal Cord Paralysis,"Vocal Cord Paralysis, Unilateral",Synonym(Phenotypes)
Vocal Cord Paralysis,Vocal Cord Pareses,Synonym(Phenotypes)
Vocal Cord Paralysis,Vocal Cord Paresis,Synonym(Phenotypes)
Vocal Cord Paralysis,Vocal Fold Palsies,Synonym(Phenotypes)
Vocal Cord Paralysis,Vocal Fold Palsy,Synonym(Phenotypes)
Vocal Cord Paralysis,Vocal cord palsy,Synonym(Phenotypes)
Vocal Cord Paralysis,Vocal cord paralysis,Synonym(Phenotypes)
Vocal Cord Paralysis,Vocal cord paresis,Synonym(Phenotypes)
Vocal Cord Paralysis,Vocal fold palsy,Synonym(Phenotypes)
PA446049,MeSH:D014826,External_vocabulary(Phenotypes)
PA446049,SnoMedCT:226080004,External_vocabulary(Phenotypes)
PA446049,SnoMedCT:302912005,External_vocabulary(Phenotypes)
PA446049,UMLS:C0042928,External_vocabulary(Phenotypes)
PA446049,MedDRA:10033836,External_vocabulary(Phenotypes)
PA446049,NDFRT:N0000003139,External_vocabulary(Phenotypes)
Vogt-Koyanagi syndrome,PA165109001,Name-PharmGKB_Id(Phenotypes)
PA165109001,Vogt-Koyanagi syndrome,PharmGKB_Id-Name(Phenotypes)
Vogt-Koyanagi syndrome,Vogt-Koyanagi-Harada syndrome,Synonym(Phenotypes)
PA165109001,MeSH:D014607,External_vocabulary(Phenotypes)
PA165109001,SnoMedCT:44923005,External_vocabulary(Phenotypes)
PA165109001,UMLS:C0042170,External_vocabulary(Phenotypes)
PA165109001,MedDRA:10019155,External_vocabulary(Phenotypes)
PA165109001,NDFRT:N0000003101,External_vocabulary(Phenotypes)
Vogt-Koyanagi-Harada disease,PA165108933,Name-PharmGKB_Id(Phenotypes)
PA165108933,Vogt-Koyanagi-Harada disease,PharmGKB_Id-Name(Phenotypes)
Vogt-Koyanagi-Harada disease,Harada disease,Synonym(Phenotypes)
Vogt-Koyanagi-Harada disease,VKH - Vogt-Koyanagi-Harada syndrome,Synonym(Phenotypes)
Vogt-Koyanagi-Harada disease,Vogt's disease,Synonym(Phenotypes)
Vogt-Koyanagi-Harada disease,Vogt-Koyanagi-Harada syndrome,Synonym(Phenotypes)
PA165108933,MeSH:D014607,External_vocabulary(Phenotypes)
PA165108933,SnoMedCT:193497004,External_vocabulary(Phenotypes)
PA165108933,UMLS:C0042170,External_vocabulary(Phenotypes)
PA165108933,MedDRA:10019155,External_vocabulary(Phenotypes)
PA165108933,NDFRT:N0000003101,External_vocabulary(Phenotypes)
Voice Disorders,PA446050,Name-PharmGKB_Id(Phenotypes)
PA446050,Voice Disorders,PharmGKB_Id-Name(Phenotypes)
Voice Disorders,"Disturbance, Voice",Synonym(Phenotypes)
Voice Disorders,"Disturbances, Voice",Synonym(Phenotypes)
Voice Disorders,Dysphonia,Synonym(Phenotypes)
Voice Disorders,"Dysphonia, Flaccid",Synonym(Phenotypes)
Voice Disorders,"Dysphonia, Hyperkinetic",Synonym(Phenotypes)
Voice Disorders,"Dysphonia, Organic Tremor",Synonym(Phenotypes)
Voice Disorders,"Dysphonia, Spastic",Synonym(Phenotypes)
Voice Disorders,"Dysphonia, Spastic Pseudobulbar",Synonym(Phenotypes)
Voice Disorders,"Dysphonias, Flaccid",Synonym(Phenotypes)
Voice Disorders,"Dysphonias, Hyperkinetic",Synonym(Phenotypes)
Voice Disorders,"Dysphonias, Organic Tremor",Synonym(Phenotypes)
Voice Disorders,"Dysphonias, Spastic",Synonym(Phenotypes)
Voice Disorders,"Dysphonias, Spastic Pseudobulbar",Synonym(Phenotypes)
Voice Disorders,"Fatigue, Voice",Synonym(Phenotypes)
Voice Disorders,"Fatigues, Voice",Synonym(Phenotypes)
Voice Disorders,Flaccid Dysphonia,Synonym(Phenotypes)
Voice Disorders,Flaccid Dysphonias,Synonym(Phenotypes)
Voice Disorders,Hyperkinetic Dysphonia,Synonym(Phenotypes)
Voice Disorders,Hyperkinetic Dysphonias,Synonym(Phenotypes)
Voice Disorders,Neurologic Adducter Spastic Dysphonia,Synonym(Phenotypes)
Voice Disorders,Neurologic Voice Disorder,Synonym(Phenotypes)
Voice Disorders,Neurologic Voice Disorders,Synonym(Phenotypes)
Voice Disorders,Organic Tremor Dysphonia,Synonym(Phenotypes)
Voice Disorders,Organic Tremor Dysphonias,Synonym(Phenotypes)
Voice Disorders,Phonation Disorder,Synonym(Phenotypes)
Voice Disorders,Phonation Disorders,Synonym(Phenotypes)
Voice Disorders,"Pseudobulbar Dysphonia, Spastic",Synonym(Phenotypes)
Voice Disorders,"Pseudobulbar Dysphonias, Spastic",Synonym(Phenotypes)
Voice Disorders,Spastic Dysphonia,Synonym(Phenotypes)
Voice Disorders,"Spastic Dysphonia, Neurologic Adducter",Synonym(Phenotypes)
Voice Disorders,Spastic Dysphonias,Synonym(Phenotypes)
Voice Disorders,Spastic Pseudobulbar Dysphonia,Synonym(Phenotypes)
Voice Disorders,Spastic Pseudobulbar Dysphonias,Synonym(Phenotypes)
Voice Disorders,"Tremor Dysphonia, Organic",Synonym(Phenotypes)
Voice Disorders,"Tremor Dysphonias, Organic",Synonym(Phenotypes)
Voice Disorders,Voice Disorder,Synonym(Phenotypes)
Voice Disorders,"Voice Disorder, Neurologic",Synonym(Phenotypes)
Voice Disorders,"Voice Disorders, Neurologic",Synonym(Phenotypes)
Voice Disorders,Voice Disturbance,Synonym(Phenotypes)
Voice Disorders,Voice Disturbances,Synonym(Phenotypes)
Voice Disorders,Voice Fatigue,Synonym(Phenotypes)
Voice Disorders,Voice Fatigues,Synonym(Phenotypes)
PA446050,MeSH:D014832,External_vocabulary(Phenotypes)
PA446050,UMLS:C0042940,External_vocabulary(Phenotypes)
PA446050,NDFRT:N0000003140,External_vocabulary(Phenotypes)
Volkmann's ischemic contracture following injury,PA165108523,Name-PharmGKB_Id(Phenotypes)
PA165108523,Volkmann's ischemic contracture following injury,PharmGKB_Id-Name(Phenotypes)
Volkmann's ischemic contracture following injury,Volkmann's ischaemic contracture following injury,Synonym(Phenotypes)
PA165108523,MeSH:D054061,External_vocabulary(Phenotypes)
PA165108523,SnoMedCT:22025006,External_vocabulary(Phenotypes)
PA165108523,UMLS:C0042951,External_vocabulary(Phenotypes)
PA165108523,MedDRA:10047687,External_vocabulary(Phenotypes)
PA165108523,NDFRT:N0000181038,External_vocabulary(Phenotypes)
Volume depletion NOS,PA165108913,Name-PharmGKB_Id(Phenotypes)
PA165108913,Volume depletion NOS,PharmGKB_Id-Name(Phenotypes)
PA165108913,MeSH:D020896,External_vocabulary(Phenotypes)
PA165108913,SnoMedCT:190897005,External_vocabulary(Phenotypes)
PA165108913,UMLS:C0546884,External_vocabulary(Phenotypes)
PA165108913,MedDRA:10021137,External_vocabulary(Phenotypes)
PA165108913,NDFRT:N0000004215,External_vocabulary(Phenotypes)
Volvulus NOS,PA165108872,Name-PharmGKB_Id(Phenotypes)
PA165108872,Volvulus NOS,PharmGKB_Id-Name(Phenotypes)
PA165108872,MeSH:D045822,External_vocabulary(Phenotypes)
PA165108872,SnoMedCT:197061002,External_vocabulary(Phenotypes)
PA165108872,UMLS:C0042961,External_vocabulary(Phenotypes)
PA165108872,MedDRA:10047697,External_vocabulary(Phenotypes)
PA165108872,NDFRT:N0000010992,External_vocabulary(Phenotypes)
Vomiting,PA446051,Name-PharmGKB_Id(Phenotypes)
PA446051,Vomiting,PharmGKB_Id-Name(Phenotypes)
Vomiting,Emesis,Synonym(Phenotypes)
Vomiting,Finding of vomiting,Synonym(Phenotypes)
Vomiting,Observation of vomiting,Synonym(Phenotypes)
Vomiting,Vomiting NOS,Synonym(Phenotypes)
Vomiting,Vomiting symptom,Synonym(Phenotypes)
Vomiting,[D]Emesis,Synonym(Phenotypes)
Vomiting,[D]Vomiting,Synonym(Phenotypes)
PA446051,MeSH:D014839,External_vocabulary(Phenotypes)
PA446051,SnoMedCT:162067002,External_vocabulary(Phenotypes)
PA446051,SnoMedCT:207112000,External_vocabulary(Phenotypes)
PA446051,SnoMedCT:207113005,External_vocabulary(Phenotypes)
PA446051,SnoMedCT:249497008,External_vocabulary(Phenotypes)
PA446051,SnoMedCT:300359004,External_vocabulary(Phenotypes)
PA446051,SnoMedCT:422400008,External_vocabulary(Phenotypes)
PA446051,UMLS:C0042963,External_vocabulary(Phenotypes)
PA446051,MedDRA:10014542,External_vocabulary(Phenotypes)
PA446051,NDFRT:N0000003141,External_vocabulary(Phenotypes)
Voyeurism,PA165108646,Name-PharmGKB_Id(Phenotypes)
PA165108646,Voyeurism,PharmGKB_Id-Name(Phenotypes)
PA165108646,MeSH:D014843,External_vocabulary(Phenotypes)
PA165108646,SnoMedCT:63835008,External_vocabulary(Phenotypes)
PA165108646,UMLS:C0042979,External_vocabulary(Phenotypes)
PA165108646,MedDRA:10047717,External_vocabulary(Phenotypes)
PA165108646,NDFRT:N0000003144,External_vocabulary(Phenotypes)
Vulvar Diseases,PA446054,Name-PharmGKB_Id(Phenotypes)
PA446054,Vulvar Diseases,PharmGKB_Id-Name(Phenotypes)
Vulvar Diseases,"Disease, Vulvar",Synonym(Phenotypes)
Vulvar Diseases,"Diseases, Vulvar",Synonym(Phenotypes)
Vulvar Diseases,Vulvar Disease,Synonym(Phenotypes)
PA446054,MeSH:D014845,External_vocabulary(Phenotypes)
PA446054,SnoMedCT:5089007,External_vocabulary(Phenotypes)
PA446054,UMLS:C0042994,External_vocabulary(Phenotypes)
PA446054,MedDRA:10013287,External_vocabulary(Phenotypes)
PA446054,NDFRT:N0000003145,External_vocabulary(Phenotypes)
Vulvar Neoplasms,PA446055,Name-PharmGKB_Id(Phenotypes)
PA446055,Vulvar Neoplasms,PharmGKB_Id-Name(Phenotypes)
Vulvar Neoplasms,Cancer of Vulva,Synonym(Phenotypes)
Vulvar Neoplasms,Cancer of the Vulva,Synonym(Phenotypes)
Vulvar Neoplasms,"Cancer, Vulva",Synonym(Phenotypes)
Vulvar Neoplasms,"Cancer, Vulvar",Synonym(Phenotypes)
Vulvar Neoplasms,"Cancers, Vulva",Synonym(Phenotypes)
Vulvar Neoplasms,"Cancers, Vulvar",Synonym(Phenotypes)
Vulvar Neoplasms,Neoplasm of vulva,Synonym(Phenotypes)
Vulvar Neoplasms,"Neoplasm, Vulva",Synonym(Phenotypes)
Vulvar Neoplasms,"Neoplasm, Vulvar",Synonym(Phenotypes)
Vulvar Neoplasms,"Neoplasms, Vulva",Synonym(Phenotypes)
Vulvar Neoplasms,"Neoplasms, Vulvar",Synonym(Phenotypes)
Vulvar Neoplasms,Tumor of vulva,Synonym(Phenotypes)
Vulvar Neoplasms,Vulva Cancer,Synonym(Phenotypes)
Vulvar Neoplasms,Vulva Cancers,Synonym(Phenotypes)
Vulvar Neoplasms,Vulva Neoplasm,Synonym(Phenotypes)
Vulvar Neoplasms,Vulva Neoplasms,Synonym(Phenotypes)
Vulvar Neoplasms,Vulvar Cancer,Synonym(Phenotypes)
Vulvar Neoplasms,Vulvar Cancers,Synonym(Phenotypes)
Vulvar Neoplasms,Vulvar Neoplasm,Synonym(Phenotypes)
PA446055,MeSH:D014846,External_vocabulary(Phenotypes)
PA446055,SnoMedCT:126922007,External_vocabulary(Phenotypes)
PA446055,UMLS:C0042995,External_vocabulary(Phenotypes)
PA446055,MedDRA:10062135,External_vocabulary(Phenotypes)
PA446055,NDFRT:N0000003146,External_vocabulary(Phenotypes)
Vulvar vestibulitis,PA165109108,Name-PharmGKB_Id(Phenotypes)
PA165109108,Vulvar vestibulitis,PharmGKB_Id-Name(Phenotypes)
Vulvar vestibulitis,Vulval vestibulitis,Synonym(Phenotypes)
PA165109108,MeSH:D054515,External_vocabulary(Phenotypes)
PA165109108,SnoMedCT:30833006,External_vocabulary(Phenotypes)
PA165109108,UMLS:C0269084,External_vocabulary(Phenotypes)
PA165109108,MedDRA:10056308,External_vocabulary(Phenotypes)
PA165109108,NDFRT:N0000181106,External_vocabulary(Phenotypes)
Vulvitis unspecified,PA165108975,Name-PharmGKB_Id(Phenotypes)
PA165108975,Vulvitis unspecified,PharmGKB_Id-Name(Phenotypes)
PA165108975,MeSH:D014847,External_vocabulary(Phenotypes)
PA165108975,SnoMedCT:266586003,External_vocabulary(Phenotypes)
PA165108975,UMLS:C0042996,External_vocabulary(Phenotypes)
PA165108975,MedDRA:10047780,External_vocabulary(Phenotypes)
PA165108975,NDFRT:N0000003147,External_vocabulary(Phenotypes)
Vulvovaginitis unspecified,PA165108860,Name-PharmGKB_Id(Phenotypes)
PA165108860,Vulvovaginitis unspecified,PharmGKB_Id-Name(Phenotypes)
PA165108860,MeSH:D014848,External_vocabulary(Phenotypes)
PA165108860,SnoMedCT:198215008,External_vocabulary(Phenotypes)
PA165108860,UMLS:C0042998,External_vocabulary(Phenotypes)
PA165108860,MedDRA:10047794,External_vocabulary(Phenotypes)
PA165108860,NDFRT:N0000003148,External_vocabulary(Phenotypes)
WAGR Syndrome,PA446525,Name-PharmGKB_Id(Phenotypes)
PA446525,WAGR Syndrome,PharmGKB_Id-Name(Phenotypes)
WAGR Syndrome,11p partial monosomy syndrome,Synonym(Phenotypes)
WAGR Syndrome,Aniridia-Wilms tumor association,Synonym(Phenotypes)
WAGR Syndrome,Aniridia-Wilms tumour association,Synonym(Phenotypes)
WAGR Syndrome,"Complices, WAGR",Synonym(Phenotypes)
WAGR Syndrome,"Contiguous Gene Syndrome, WAGR",Synonym(Phenotypes)
WAGR Syndrome,"Syndrome, WAGR",Synonym(Phenotypes)
WAGR Syndrome,"Syndromes, WAGR",Synonym(Phenotypes)
WAGR Syndrome,WAGR Complex,Synonym(Phenotypes)
WAGR Syndrome,WAGR Complices,Synonym(Phenotypes)
WAGR Syndrome,WAGR Contiguous Gene Syndrome,Synonym(Phenotypes)
WAGR Syndrome,WAGR Syndromes,Synonym(Phenotypes)
WAGR Syndrome,Wilms Tumor Aniridia Genitourinary Anomalies MR Syndrome,Synonym(Phenotypes)
WAGR Syndrome,Wilms Tumor-Aniridia-Genitourinary Anomalies-MR Syndrome,Synonym(Phenotypes)
PA446525,MeSH:D017624,External_vocabulary(Phenotypes)
PA446525,SnoMedCT:4135001,External_vocabulary(Phenotypes)
PA446525,UMLS:C0206115,External_vocabulary(Phenotypes)
PA446525,NDFRT:N0000003616,External_vocabulary(Phenotypes)
Waardenburg's Syndrome,PA446058,Name-PharmGKB_Id(Phenotypes)
PA446058,Waardenburg's Syndrome,PharmGKB_Id-Name(Phenotypes)
Waardenburg's Syndrome,Klein Syndrome,Synonym(Phenotypes)
Waardenburg's Syndrome,Klein Waardenburg Syndrome,Synonym(Phenotypes)
Waardenburg's Syndrome,Klein's Syndrome,Synonym(Phenotypes)
Waardenburg's Syndrome,Klein-Waardenburg Syndrome,Synonym(Phenotypes)
Waardenburg's Syndrome,Kleins Syndrome,Synonym(Phenotypes)
Waardenburg's Syndrome,"Syndrome, Klein's",Synonym(Phenotypes)
Waardenburg's Syndrome,"Syndrome, Klein-Waardenburg",Synonym(Phenotypes)
Waardenburg's Syndrome,"Syndrome, Waardenburg's",Synonym(Phenotypes)
Waardenburg's Syndrome,"Syndrome, Waardenburg-Klein",Synonym(Phenotypes)
Waardenburg's Syndrome,Waardenburg Klein Syndrome,Synonym(Phenotypes)
Waardenburg's Syndrome,Waardenburg Syndrome,Synonym(Phenotypes)
Waardenburg's Syndrome,Waardenburg's syndrome,Synonym(Phenotypes)
Waardenburg's Syndrome,"Waardenburg, types I and II",Synonym(Phenotypes)
Waardenburg's Syndrome,Waardenburg-Klein Syndrome,Synonym(Phenotypes)
Waardenburg's Syndrome,Waardenburgs Syndrome,Synonym(Phenotypes)
Waardenburg's Syndrome,White forelock syndrome,Synonym(Phenotypes)
PA446058,MeSH:D014849,External_vocabulary(Phenotypes)
PA446058,SnoMedCT:47434006,External_vocabulary(Phenotypes)
PA446058,UMLS:C0043008,External_vocabulary(Phenotypes)
PA446058,MedDRA:10069203,External_vocabulary(Phenotypes)
PA446058,NDFRT:N0000003149,External_vocabulary(Phenotypes)
Waardenburg-Hirschsprung Disease,PA154081794,Name-PharmGKB_Id(Phenotypes)
PA154081794,Waardenburg-Hirschsprung Disease,PharmGKB_Id-Name(Phenotypes)
Waldenstrom Macroglobulinemia,PA444850,Name-PharmGKB_Id(Phenotypes)
PA444850,Waldenstrom Macroglobulinemia,PharmGKB_Id-Name(Phenotypes)
Waldenstrom Macroglobulinemia,Macroglobulinaemia,Synonym(Phenotypes)
Waldenstrom Macroglobulinemia,Macroglobulinaemia NOS,Synonym(Phenotypes)
Waldenstrom Macroglobulinemia,Macroglobulinemia,Synonym(Phenotypes)
Waldenstrom Macroglobulinemia,Macroglobulinemia NOS,Synonym(Phenotypes)
Waldenstrom Macroglobulinemia,"Macroglobulinemia, Waldenstrom",Synonym(Phenotypes)
Waldenstrom Macroglobulinemia,"Macroglobulinemia, Waldenstrom's",Synonym(Phenotypes)
Waldenstrom Macroglobulinemia,Macroglobulinemias,Synonym(Phenotypes)
Waldenstrom Macroglobulinemia,Waldenstrom's Macroglobulinemia,Synonym(Phenotypes)
Waldenstrom Macroglobulinemia,Waldenstrom's macroglobulinaemia,Synonym(Phenotypes)
Waldenstrom Macroglobulinemia,Waldenstrom's macroglobulinemia,Synonym(Phenotypes)
Waldenstrom Macroglobulinemia,Waldenstroms Macroglobulinemia,Synonym(Phenotypes)
Waldenstrom Macroglobulinemia,Waldenstr̦m macroglobulinaemia,Synonym(Phenotypes)
Waldenstrom Macroglobulinemia,Waldenstr̦m macroglobulinemia,Synonym(Phenotypes)
PA444850,MeSH:D008258,External_vocabulary(Phenotypes)
PA444850,SnoMedCT:190817009,External_vocabulary(Phenotypes)
PA444850,SnoMedCT:190818004,External_vocabulary(Phenotypes)
PA444850,SnoMedCT:190821002,External_vocabulary(Phenotypes)
PA444850,SnoMedCT:35562000,External_vocabulary(Phenotypes)
PA444850,UMLS:C0024419,External_vocabulary(Phenotypes)
PA444850,MedDRA:10062831,External_vocabulary(Phenotypes)
PA444850,NDFRT:N0000001915,External_vocabulary(Phenotypes)
Wallerian Degeneration,PA446060,Name-PharmGKB_Id(Phenotypes)
PA446060,Wallerian Degeneration,PharmGKB_Id-Name(Phenotypes)
Wallerian Degeneration,"Degeneration, Wallerian",Synonym(Phenotypes)
Wallerian Degeneration,Secondary degeneration,Synonym(Phenotypes)
PA446060,MeSH:D014855,External_vocabulary(Phenotypes)
PA446060,SnoMedCT:36161006,External_vocabulary(Phenotypes)
PA446060,UMLS:C0043020,External_vocabulary(Phenotypes)
PA446060,NDFRT:N0000003151,External_vocabulary(Phenotypes)
Wandering spleen,PA165108224,Name-PharmGKB_Id(Phenotypes)
PA165108224,Wandering spleen,PharmGKB_Id-Name(Phenotypes)
Wandering spleen,Lien migrans,Synonym(Phenotypes)
Wandering spleen,Lien mobilis,Synonym(Phenotypes)
PA165108224,MeSH:D050805,External_vocabulary(Phenotypes)
PA165108224,SnoMedCT:191384005,External_vocabulary(Phenotypes)
PA165108224,UMLS:C0272414,External_vocabulary(Phenotypes)
PA165108224,NDFRT:N0000171664,External_vocabulary(Phenotypes)
Warts,PA446061,Name-PharmGKB_Id(Phenotypes)
PA446061,Warts,PharmGKB_Id-Name(Phenotypes)
Warts,Mosaic wart,Synonym(Phenotypes)
Warts,Verruca,Synonym(Phenotypes)
Warts,Verruca simplex,Synonym(Phenotypes)
Warts,"Verruca, NOS",Synonym(Phenotypes)
Warts,Verrucas,Synonym(Phenotypes)
Warts,Verrucous skin lesion,Synonym(Phenotypes)
Warts,"Verrucous skin lesion, NOS",Synonym(Phenotypes)
Warts,Viral warts due to papilloma virus,Synonym(Phenotypes)
Warts,Wart,Synonym(Phenotypes)
Warts,"Wart, NOS",Synonym(Phenotypes)
PA446061,MeSH:D014860,External_vocabulary(Phenotypes)
PA446061,SnoMedCT:30285000,External_vocabulary(Phenotypes)
PA446061,SnoMedCT:57019003,External_vocabulary(Phenotypes)
PA446061,UMLS:C0043037,External_vocabulary(Phenotypes)
PA446061,MedDRA:10010114,External_vocabulary(Phenotypes)
PA446061,NDFRT:N0000003152,External_vocabulary(Phenotypes)
Wasting Syndrome,PA446818,Name-PharmGKB_Id(Phenotypes)
PA446818,Wasting Syndrome,PharmGKB_Id-Name(Phenotypes)
Wasting Syndrome,Wasting Disease,Synonym(Phenotypes)
Wasting Syndrome,Wasting Diseases,Synonym(Phenotypes)
Wasting Syndrome,Wasting Syndromes,Synonym(Phenotypes)
PA446818,MeSH:D019282,External_vocabulary(Phenotypes)
PA446818,SnoMedCT:207559001,External_vocabulary(Phenotypes)
PA446818,SnoMedCT:288517002,External_vocabulary(Phenotypes)
PA446818,UMLS:C0043046,External_vocabulary(Phenotypes)
PA446818,MedDRA:10047833,External_vocabulary(Phenotypes)
PA446818,NDFRT:N0000003909,External_vocabulary(Phenotypes)
Water intoxication syndrome,PA165108217,Name-PharmGKB_Id(Phenotypes)
PA165108217,Water intoxication syndrome,PharmGKB_Id-Name(Phenotypes)
Water intoxication syndrome,Water intoxication,Synonym(Phenotypes)
PA165108217,MeSH:D014869,External_vocabulary(Phenotypes)
PA165108217,SnoMedCT:71785001,External_vocabulary(Phenotypes)
PA165108217,UMLS:C0043049,External_vocabulary(Phenotypes)
PA165108217,MedDRA:10047837,External_vocabulary(Phenotypes)
PA165108217,NDFRT:N0000003153,External_vocabulary(Phenotypes)
Water-Electrolyte Imbalance,PA166048875,Name-PharmGKB_Id(Phenotypes)
PA166048875,Water-Electrolyte Imbalance,PharmGKB_Id-Name(Phenotypes)
PA166048875,NDFRT:N0000003154,External_vocabulary(Phenotypes)
Wegener Granulomatosis,PA446065,Name-PharmGKB_Id(Phenotypes)
PA446065,Wegener Granulomatosis,PharmGKB_Id-Name(Phenotypes)
Wegener Granulomatosis,"Granulomatosis, Wegener",Synonym(Phenotypes)
Wegener Granulomatosis,"Granulomatosis, Wegener's",Synonym(Phenotypes)
Wegener Granulomatosis,"Granulomatosis, Wegeners",Synonym(Phenotypes)
Wegener Granulomatosis,Necrotising respiratory granulomatosis,Synonym(Phenotypes)
Wegener Granulomatosis,Necrotizing respiratory granulomatosis,Synonym(Phenotypes)
Wegener Granulomatosis,Wegener Granulomatosis,Synonym(Phenotypes)
Wegener Granulomatosis,Wegener's Granulomatosis,Synonym(Phenotypes)
Wegener Granulomatosis,Wegener's granulomatosis,Synonym(Phenotypes)
Wegener Granulomatosis,Wegener's syndrome,Synonym(Phenotypes)
Wegener Granulomatosis,Wegeners Granulomatosis,Synonym(Phenotypes)
PA446065,MeSH:D014890,External_vocabulary(Phenotypes)
PA446065,SnoMedCT:195353004,External_vocabulary(Phenotypes)
PA446065,SnoMedCT:239934006,External_vocabulary(Phenotypes)
PA446065,UMLS:C0043092,External_vocabulary(Phenotypes)
PA446065,MedDRA:10047888,External_vocabulary(Phenotypes)
PA446065,NDFRT:N0000003156,External_vocabulary(Phenotypes)
Weight gain,PA128406954,Name-PharmGKB_Id(Phenotypes)
PA128406954,Weight gain,PharmGKB_Id-Name(Phenotypes)
Weight gain,Weight increased,Synonym(Phenotypes)
PA128406954,MeSH:D015430,External_vocabulary(Phenotypes)
PA128406954,SnoMedCT:161831008,External_vocabulary(Phenotypes)
PA128406954,SnoMedCT:262286000,External_vocabulary(Phenotypes)
PA128406954,SnoMedCT:8943002,External_vocabulary(Phenotypes)
PA128406954,UMLS:C0043094,External_vocabulary(Phenotypes)
PA128406954,MedDRA:10063441,External_vocabulary(Phenotypes)
PA128406954,NDFRT:N0000011140,External_vocabulary(Phenotypes)
Weil Disease,PA446066,Name-PharmGKB_Id(Phenotypes)
PA446066,Weil Disease,PharmGKB_Id-Name(Phenotypes)
Weil Disease,"Disease, Weil",Synonym(Phenotypes)
Weil Disease,"Disease, Weil's",Synonym(Phenotypes)
Weil Disease,Hemorrhagic leptospiral jaundice,Synonym(Phenotypes)
Weil Disease,Icteric leptospirosis,Synonym(Phenotypes)
Weil Disease,Icterohemorrhagic Leptospiroses,Synonym(Phenotypes)
Weil Disease,Icterohemorrhagic Leptospirosis,Synonym(Phenotypes)
Weil Disease,Infection due to Leptospira icterohemorrhagiae,Synonym(Phenotypes)
Weil Disease,Infection due to Leptospira interrogans,Synonym(Phenotypes)
Weil Disease,"Jaundice, Spirochetal",Synonym(Phenotypes)
Weil Disease,"Jaundices, Spirochetal",Synonym(Phenotypes)
Weil Disease,"Leptospiroses, Icterohemorrhagic",Synonym(Phenotypes)
Weil Disease,Leptospirosis icterohaemorrhagica,Synonym(Phenotypes)
Weil Disease,Leptospirosis icterohemorrhagica,Synonym(Phenotypes)
Weil Disease,"Leptospirosis, Icterohemorrhagic",Synonym(Phenotypes)
Weil Disease,Spirochetal Jaundice,Synonym(Phenotypes)
Weil Disease,Spirochetal Jaundices,Synonym(Phenotypes)
Weil Disease,Weil Disease,Synonym(Phenotypes)
Weil Disease,Weil's Disease,Synonym(Phenotypes)
Weil Disease,Weil's disease,Synonym(Phenotypes)
Weil Disease,Weils Disease,Synonym(Phenotypes)
PA446066,MeSH:D014895,External_vocabulary(Phenotypes)
PA446066,SnoMedCT:398067003,External_vocabulary(Phenotypes)
PA446066,SnoMedCT:398222003,External_vocabulary(Phenotypes)
PA446066,UMLS:C0043102,External_vocabulary(Phenotypes)
PA446066,MedDRA:10019014,External_vocabulary(Phenotypes)
PA446066,NDFRT:N0000003157,External_vocabulary(Phenotypes)
Werner Syndrome,PA446068,Name-PharmGKB_Id(Phenotypes)
PA446068,Werner Syndrome,PharmGKB_Id-Name(Phenotypes)
Werner Syndrome,Adult Progeria,Synonym(Phenotypes)
Werner Syndrome,Adult progeria,Synonym(Phenotypes)
Werner Syndrome,Pangeria,Synonym(Phenotypes)
Werner Syndrome,"Progeria, Adult",Synonym(Phenotypes)
Werner Syndrome,"Syndrome, Werner",Synonym(Phenotypes)
Werner Syndrome,"Syndrome, Werner's",Synonym(Phenotypes)
Werner Syndrome,Werner syndrome,Synonym(Phenotypes)
Werner Syndrome,Werner's Syndrome,Synonym(Phenotypes)
Werner Syndrome,Werners Syndrome,Synonym(Phenotypes)
PA446068,MeSH:D014898,External_vocabulary(Phenotypes)
PA446068,SnoMedCT:51626007,External_vocabulary(Phenotypes)
PA446068,UMLS:C0043119,External_vocabulary(Phenotypes)
PA446068,MedDRA:10049429,External_vocabulary(Phenotypes)
PA446068,NDFRT:N0000003159,External_vocabulary(Phenotypes)
Wernicke's disease,PA165108522,Name-PharmGKB_Id(Phenotypes)
PA165108522,Wernicke's disease,PharmGKB_Id-Name(Phenotypes)
